date,venue,round,round_label,season,home_team,home_score,home_margin,home_win_odds,home_win_paid,home_line_odds,home_line_paid,away_team,away_score,away_margin,away_win_odds,away_win_paid,away_line_odds,away_line_paid
2018-03-31,Marvel,2.0,2018 Round 2,2018,Blues,67,-34,1.58,0.00,-9.5,0.00,Suns,101,+34,2.45,2.45,+9.5,1.92
2018-03-31,MCG,2.0,2018 Round 2,2018,Magpies,79,-16,2.95,0.00,+17.5,1.92,Giants,95,+16,1.42,1.42,-17.5,0.00
2018-03-31,Perth,2.0,2018 Round 2,2018,Dockers,106,+16,1.95,1.95,+1.5,1.88,Bombers,90,-16,1.85,0.00,-1.5,0.00
2018-03-31,Gabba,2.0,2018 Round 2,2018,Lions,74,-26,21.00,0.00,+53.5,1.90,Demons,100,+26,1.01,1.01,-53.5,0.00
2018-04-01,Marvel,2.0,2018 Round 2,2018,Bulldogs,70,-51,1.70,0.00,-7.5,0.00,Eagles,121,+51,2.20,2.20,+7.5,1.92
2018-04-01,SCG,2.0,2018 Round 2,2018,Swans,71,-23,1.42,0.00,-16.5,0.00,Power,94,+23,2.95,2.95,+16.5,1.92
2018-04-02,MCG,2.0,2018 Round 2,2018,Cats,117,-1,1.70,0.00,-5.5,0.00,Hawks,118,+1,2.20,2.20,+5.5,1.92
2018-04-06,MCG,3.0,2018 Round 3,2018,Blues,76,-24,2.45,0.00,+10.5,0.00,Magpies,100,+24,1.58,1.58,-10.5,1.92
2018-04-07,Adelaide,3.0,2018 Round 3,2018,Power,97,+5,1.03,1.03,-56.5,0.00,Lions,92,-5,13.00,0.00,+56.5,1.92
2018-04-07,MCG,3.0,2018 Round 3,2018,Demons,123,+37,1.37,1.37,-20.5,1.92,Kangaroos,86,-37,3.20,0.00,+20.5,0.00
2018-04-07,Perth,3.0,2018 Round 3,2018,Suns,68,-28,2.55,0.00,+11.5,0.00,Dockers,96,+28,1.54,1.54,-11.5,1.92
2018-04-07,Marvel,3.0,2018 Round 3,2018,Saints,55,-49,3.70,0.00,+20.5,0.00,Crows,104,+49,1.28,1.28,-20.5,1.88
2018-04-07,SCG,3.0,2018 Round 3,2018,Swans,103,+16,1.40,1.40,-15.5,1.88,Giants,87,-16,2.94,0.00,+15.5,0.00
2018-04-08,MCG,3.0,2018 Round 3,2018,Tigers,102,+13,1.56,1.56,-11.5,1.92,Hawks,89,-13,2.50,0.00,+11.5,0.00
2018-04-08,Perth,3.0,2018 Round 3,2018,Eagles,95,+15,2.00,2.00,+2.5,1.92,Cats,80,-15,1.85,0.00,-2.5,0.00
2018-04-08,Marvel,3.0,2018 Round 3,2018,Bulldogs,104,+21,3.05,3.05,+18.5,1.92,Bombers,83,-21,1.40,0.00,-18.5,0.00
2018-04-13,Adelaide,4.0,2018 Round 4,2018,Crows,58,-48,1.18,0.00,-31.5,0.00,Magpies,106,+48,5.25,5.25,+31.5,1.92
2018-04-14,Canberra,4.0,2018 Round 4,2018,Giants,82,+31,1.18,1.18,-31.5,0.00,Dockers,51,-31,5.25,0.00,+31.5,1.92
2018-04-14,MCG,4.0,2018 Round 4,2018,Tigers,110,+93,1.11,1.11,-40.5,1.92,Lions,17,-93,7.00,0.00,+40.5,0.00
2018-04-14,Marvel,4.0,2018 Round 4,2018,Bulldogs,79,-7,3.85,0.00,+24.5,1.92,Swans,86,+7,1.28,1.28,-24.5,0.00
2018-04-14,Perth,4.0,2018 Round 4,2018,Eagles,139,+80,1.19,1.19,-31.5,1.92,Suns,59,-80,5.00,0.00,+31.5,0.00
2018-04-14,Blundstone,4.0,2018 Round 4,2018,Kangaroos,116,+86,1.09,1.09,-36.5,1.88,Blues,30,-86,7.40,0.00,+36.5,0.00
2018-04-15,Marvel,4.0,2018 Round 4,2018,Bombers,106,+22,2.25,2.25,+7.5,1.92,Power,84,-22,1.67,0.00,-7.5,0.00
2018-04-15,MCG,4.0,2018 Round 4,2018,Hawks,115,+67,2.20,2.20,+6.5,1.92,Demons,48,-67,1.70,0.00,-6.5,0.00
2018-04-15,GMHBA,4.0,2018 Round 4,2018,Cats,103,+47,1.26,1.26,-26.5,1.92,Saints,56,-47,4.00,0.00,+26.5,0.00
2018-04-20,SCG,5.0,2018 Round 5,2018,Swans,75,-10,1.24,0.00,-27.5,0.00,Crows,85,+10,4.25,4.25,+27.5,1.92
2018-04-21,Marvel,5.0,2018 Round 5,2018,Saints,73,+0,3.40,1.70,+20.5,1.92,Giants,73,+0,1.34,0.67,-20.5,0.00
2018-04-21,MCG,5.0,2018 Round 5,2018,Blues,69,-10,4.65,0.00,+30.5,1.92,Eagles,79,+10,1.21,1.21,-30.5,0.00
2018-04-21,Perth,5.0,2018 Round 5,2018,Dockers,108,+54,1.52,1.52,-13.5,1.92,Bulldogs,54,-54,2.60,0.00,+13.5,0.00
2018-04-21,Adelaide,5.0,2018 Round 5,2018,Power,50,-34,1.32,0.00,-19.5,0.00,Cats,84,+34,3.35,3.35,+19.5,1.88
2018-04-22,Marvel,5.0,2018 Round 5,2018,Kangaroos,98,+28,2.55,2.55,+11.5,1.92,Hawks,70,-28,1.54,0.00,-11.5,0.00
2018-04-22,Gabba,5.0,2018 Round 5,2018,Lions,71,-5,1.71,0.00,-6.5,0.00,Suns,76,+5,2.20,2.20,+6.5,1.92
2018-04-24,MCG,5.0,2018 Round 5,2018,Demons,56,-46,2.34,0.00,+6.5,0.00,Tigers,102,+46,1.59,1.59,-6.5,1.88
2018-04-25,MCG,5.0,2018 Round 5,2018,Magpies,101,+49,1.74,1.74,-4.5,1.92,Bombers,52,-49,2.15,0.00,+4.5,0.00
2018-04-27,Marvel,6.0,2018 Round 6,2018,Bulldogs,80,+21,1.42,1.42,-16.5,1.92,Blues,59,-21,2.95,0.00,+16.5,0.00
2018-04-28,GMHBA,6.0,2018 Round 6,2018,Cats,69,-17,1.43,0.00,-15.5,0.00,Swans,86,+17,2.90,2.90,+15.5,1.92
2018-04-28,Marvel,6.0,2018 Round 6,2018,Kangaroos,69,-33,2.15,0.00,+5.5,0.00,Power,102,+33,1.73,1.73,-5.5,1.92
2018-04-28,Showground,6.0,2018 Round 6,2018,Giants,77,+34,1.10,1.10,-38.5,0.00,Lions,43,-34,7.50,0.00,+38.5,1.92
2018-04-28,Adelaide,6.0,2018 Round 6,2018,Crows,110,+48,1.04,1.04,-51.5,0.00,Suns,62,-48,11.00,0.00,+51.5,1.88
2018-04-28,UTAS,6.0,2018 Round 6,2018,Hawks,89,+35,1.11,1.11,-32.5,1.88,Saints,54,-35,6.40,0.00,+32.5,0.00
2018-04-29,Marvel,6.0,2018 Round 6,2018,Bombers,72,-36,2.20,0.00,+6.5,0.00,Demons,108,+36,1.71,1.71,-6.5,1.92
2018-04-29,Perth,6.0,2018 Round 6,2018,Dockers,81,-8,2.30,0.00,+8.5,1.92,Eagles,89,+8,1.65,1.65,-8.5,0.00
2018-04-29,MCG,6.0,2018 Round 6,2018,Magpies,70,-43,2.75,0.00,+13.5,0.00,Tigers,113,+43,1.48,1.48,-13.5,1.92
2018-05-04,GMHBA,7.0,2018 Round 7,2018,Cats,93,+61,1.35,1.35,-19.5,1.92,Giants,32,-61,3.35,0.00,+19.5,0.00
2018-05-05,Mars,7.0,2018 Round 7,2018,Bulldogs,81,+9,1.23,1.23,-27.5,0.00,Suns,72,-9,4.35,0.00,+27.5,1.92
2018-05-05,MCG,7.0,2018 Round 7,2018,Bombers,67,-23,2.65,0.00,+13.5,0.00,Hawks,90,+23,1.50,1.50,-13.5,1.92
2018-05-05,Perth,7.0,2018 Round 7,2018,Eagles,102,+42,1.77,1.77,-3.5,1.92,Power,60,-42,2.10,0.00,+3.5,0.00
2018-05-05,Adelaide,7.0,2018 Round 7,2018,Crows,125,+55,1.02,1.02,-57.5,0.00,Blues,70,-55,13.00,0.00,+57.5,1.88
2018-05-05,SCG,7.0,2018 Round 7,2018,Swans,66,-2,1.25,0.00,-23.5,0.00,Kangaroos,68,+2,4.00,4.00,+23.5,1.88
2018-05-06,MCG,7.0,2018 Round 7,2018,Tigers,110,+77,1.11,1.11,-40.5,1.92,Dockers,33,-77,7.00,0.00,+40.5,0.00
2018-05-06,Marvel,7.0,2018 Round 7,2018,Saints,67,-39,3.15,0.00,+18.5,0.00,Demons,106,+39,1.38,1.38,-18.5,1.92
2018-05-06,Gabba,7.0,2018 Round 7,2018,Lions,114,-7,3.60,0.00,+22.5,1.92,Magpies,121,+7,1.31,1.31,-22.5,0.00
2018-05-11,MCG,8.0,2018 Round 8,2018,Hawks,71,-8,1.58,0.00,-10.5,0.00,Swans,79,+8,2.45,2.45,+10.5,1.92
2018-05-12,Showground,8.0,2018 Round 8,2018,Giants,61,-25,1.47,0.00,-14.5,0.00,Eagles,86,+25,2.75,2.75,+14.5,1.92
2018-05-12,MCG,8.0,2018 Round 8,2018,Blues,91,+13,2.80,2.80,+15.5,1.92,Bombers,78,-13,1.46,0.00,-15.5,0.00
2018-05-12,Gabba,8.0,2018 Round 8,2018,Suns,77,-69,3.70,0.00,+25.5,0.00,Demons,146,+69,1.29,1.29,-25.5,1.92
2018-05-12,Adelaide,8.0,2018 Round 8,2018,Power,95,+5,2.10,2.10,+6.5,1.92,Crows,90,-5,1.75,0.00,-6.5,0.00
2018-05-12,Perth,8.0,2018 Round 8,2018,Dockers,89,+30,1.50,1.50,-13.5,1.92,Saints,59,-30,2.65,0.00,+13.5,0.00
2018-05-12,Marvel,8.0,2018 Round 8,2018,Bulldogs,107,+14,1.15,1.15,-29.5,0.00,Lions,93,-14,5.30,0.00,+29.5,1.88
2018-05-13,Marvel,8.0,2018 Round 8,2018,Kangaroos,72,-10,3.75,0.00,+22.5,1.92,Tigers,82,+10,1.29,1.29,-22.5,0.00
2018-05-13,MCG,8.0,2018 Round 8,2018,Magpies,45,-21,2.30,0.00,+7.5,0.00,Cats,66,+21,1.65,1.65,-7.5,1.92
2018-05-18,Adelaide,9.0,2018 Round 9,2018,Crows,63,+37,1.30,1.30,-21.5,1.92,Bulldogs,26,-37,3.70,0.00,+21.5,0.00
2018-05-19,Jiangwan,9.0,2018 Round 9,2018,Suns,42,-40,8.50,0.00,+46.5,1.92,Power,82,+40,1.08,1.08,-46.5,0.00
2018-05-19,Blundstone,9.0,2018 Round 9,2018,Kangaroos,112,+43,1.45,1.45,-15.5,1.92,Giants,69,-43,2.85,0.00,+15.5,0.00
2018-05-19,MCG,9.0,2018 Round 9,2018,Bombers,84,+34,5.00,5.00,+33.5,1.92,Cats,50,-34,1.19,0.00,-33.5,0.00
2018-05-19,SCG,9.0,2018 Round 9,2018,Swans,111,+59,1.07,1.07,-42.5,1.88,Dockers,52,-59,8.40,0.00,+42.5,0.00
2018-05-19,Marvel,9.0,2018 Round 9,2018,Saints,72,-28,4.50,0.00,+25.5,0.00,Magpies,100,+28,1.20,1.20,-25.5,1.88
2018-05-20,MCG,9.0,2018 Round 9,2018,Blues,50,-109,6.75,0.00,+41.5,0.00,Demons,159,+109,1.12,1.12,-41.5,1.92
2018-05-20,Perth,9.0,2018 Round 9,2018,Eagles,130,+47,1.92,1.92,+0,1.92,Tigers,83,-47,1.92,0.00,+0,0.00
2018-05-20,Gabba,9.0,2018 Round 9,2018,Lions,129,+56,3.30,3.30,+17.5,1.92,Hawks,73,-56,1.36,0.00,-17.5,0.00
2018-05-25,Marvel,10.0,2018 Round 10,2018,Magpies,90,+35,1.40,1.40,-18.5,1.92,Bulldogs,55,-35,3.05,0.00,+18.5,0.00
2018-05-26,MCG,10.0,2018 Round 10,2018,Tigers,105,+28,1.10,1.10,-42.5,0.00,Saints,77,-28,7.50,0.00,+42.5,1.92
2018-05-26,Gabba,10.0,2018 Round 10,2018,Lions,49,-18,3.15,0.00,+17.5,0.00,Swans,67,+18,1.38,1.38,-17.5,1.92
2018-05-26,GMHBA,10.0,2018 Round 10,2018,Cats,73,+28,1.03,1.03,-50.5,0.00,Blues,45,-28,17.00,0.00,+50.5,1.88
2018-05-26,Showground,10.0,2018 Round 10,2018,Giants,60,-35,1.83,0.00,-1.5,0.00,Bombers,95,+35,1.97,1.97,+1.5,1.88
2018-05-27,Marvel,10.0,2018 Round 10,2018,Hawks,60,-15,2.15,0.00,+5.5,0.00,Eagles,75,+15,1.73,1.73,-5.5,1.92
2018-05-27,Perth,10.0,2018 Round 10,2018,Dockers,58,-28,1.88,0.00,-1.5,0.00,Kangaroos,86,+28,1.96,1.96,+1.5,1.92
2018-05-27,TIO,10.0,2018 Round 10,2018,Demons,146,+91,1.67,1.67,-7.5,1.92,Crows,55,-91,2.25,0.00,+7.5,0.00
2018-06-01,SCG,11.0,2018 Round 11,2018,Swans,91,+30,1.06,1.06,-48.5,0.00,Blues,61,-30,10.00,0.00,+48.5,1.92
2018-06-02,Marvel,11.0,2018 Round 11,2018,Bulldogs,51,-49,6.00,0.00,+38.5,0.00,Demons,100,+49,1.14,1.14,-38.5,1.92
2018-06-02,UTAS,11.0,2018 Round 11,2018,Hawks,64,+3,2.00,2.00,+2.5,1.92,Power,61,-3,1.84,0.00,-2.5,0.00
2018-06-02,Metricon,11.0,2018 Round 11,2018,Suns,36,-85,3.25,0.00,+21.5,0.00,Cats,121,+85,1.36,1.36,-21.5,1.92
2018-06-02,Perth,11.0,2018 Round 11,2018,Eagles,101,+13,1.05,1.05,-52.5,0.00,Saints,88,-13,11.00,0.00,+52.5,1.92
2018-06-02,MCG,11.0,2018 Round 11,2018,Bombers,43,-71,21.00,0.00,+51.5,0.00,Tigers,114,+71,1.01,1.01,-51.5,1.88
2018-06-03,Marvel,11.0,2018 Round 11,2018,Kangaroos,141,+54,1.24,1.24,-27.5,1.92,Lions,87,-54,4.25,0.00,+27.5,0.00
2018-06-03,MCG,11.0,2018 Round 11,2018,Magpies,138,+61,1.14,1.14,-40.5,1.92,Dockers,77,-61,6.25,0.00,+40.5,0.00
2018-06-03,Adelaide,11.0,2018 Round 11,2018,Crows,81,-16,1.33,0.00,-22.5,0.00,Giants,97,+16,3.50,3.50,+22.5,1.92
2018-06-08,Adelaide,12.0,2018 Round 12,2018,Power,72,+14,1.70,1.70,-7.5,1.92,Tigers,58,-14,2.20,0.00,+7.5,0.00
2018-06-09,GMHBA,12.0,2018 Round 12,2018,Cats,96,+37,1.47,1.47,-15.5,1.92,Kangaroos,59,-37,2.75,0.00,+15.5,0.00
2018-06-09,Showground,12.0,2018 Round 12,2018,Giants,134,+108,1.06,1.06,-46.5,1.92,Suns,26,-108,10.00,0.00,+46.5,0.00
2018-06-09,Marvel,12.0,2018 Round 12,2018,Saints,55,-71,301.00,0.00,+84.5,1.88,Swans,126,+71,1.00,1.00,-84.5,0.00
2018-06-10,Gabba,12.0,2018 Round 12,2018,Lions,62,-22,2.18,0.00,+6.5,0.00,Bombers,84,+22,1.72,1.72,-6.5,1.92
2018-06-10,Perth,12.0,2018 Round 12,2018,Dockers,71,+3,3.95,3.95,+27.5,1.92,Crows,68,-3,1.27,0.00,-27.5,0.00
2018-06-11,MCG,12.0,2018 Round 12,2018,Demons,91,-42,1.54,0.00,-12.5,0.00,Magpies,133,+42,2.55,2.55,+12.5,1.92
2018-06-14,Adelaide,13.0,2018 Round 13,2018,Power,132,+57,1.12,1.12,-35.5,1.92,Bulldogs,75,-57,6.75,0.00,+35.5,0.00
2018-06-15,SCG,13.0,2018 Round 13,2018,Swans,72,+15,1.52,1.52,-14.5,1.92,Eagles,57,-15,2.60,0.00,+14.5,0.00
2018-06-16,Marvel,13.0,2018 Round 13,2018,Blues,46,-57,2.10,0.00,+4.5,0.00,Dockers,103,+57,1.77,1.77,-4.5,1.92
2018-06-16,Metricon,13.0,2018 Round 13,2018,Suns,78,-2,2.45,0.00,+11.5,1.92,Saints,80,+2,1.58,1.58,-11.5,0.00
2018-06-16,MCG,13.0,2018 Round 13,2018,Hawks,88,+56,1.34,1.34,-15.5,1.88,Crows,32,-56,3.25,0.00,+15.5,0.00
2018-06-17,MCG,13.0,2018 Round 13,2018,Cats,65,-18,2.40,0.00,+9.5,0.00,Tigers,83,+18,1.60,1.60,-9.5,1.92
2018-06-21,Perth,14.0,2018 Round 14,2018,Eagles,52,-28,1.33,0.00,-20.5,0.00,Bombers,80,+28,3.45,3.45,+20.5,1.92
2018-06-22,Adelaide,14.0,2018 Round 14,2018,Power,75,+10,1.70,1.70,-6.5,1.92,Demons,65,-10,2.20,0.00,+6.5,0.00
2018-06-23,UTAS,14.0,2018 Round 14,2018,Hawks,96,+53,1.04,1.04,-54.5,0.00,Suns,43,-53,12.00,0.00,+54.5,1.92
2018-06-23,Gabba,14.0,2018 Round 14,2018,Lions,82,-27,3.35,0.00,+19.5,0.00,Giants,109,+27,1.35,1.35,-19.5,1.92
2018-06-23,Marvel,14.0,2018 Round 14,2018,Bulldogs,75,-2,2.90,0.00,+14.5,1.88,Kangaroos,77,+2,1.40,1.40,-14.5,0.00
2018-06-24,MCG,14.0,2018 Round 14,2018,Magpies,79,+20,1.07,1.07,-47.5,0.00,Blues,59,-20,9.00,0.00,+47.5,1.92
2018-06-28,Marvel,15.0,2018 Round 15,2018,Tigers,93,+26,1.60,1.60,-9.5,1.88,Swans,67,-26,2.35,0.00,+9.5,0.00
2018-06-29,Marvel,15.0,2018 Round 15,2018,Bulldogs,103,+2,5.00,5.00,+33.5,1.92,Cats,101,-2,1.19,0.00,-33.5,0.00
2018-06-30,MCG,15.0,2018 Round 15,2018,Blues,69,-21,6.00,0.00,+33.5,1.92,Power,90,+21,1.14,1.14,-33.5,0.00
2018-06-30,Adelaide,15.0,2018 Round 15,2018,Crows,88,+10,1.45,1.45,-17.5,0.00,Eagles,78,-10,2.85,0.00,+17.5,1.92
2018-06-30,Showground,15.0,2018 Round 15,2018,Giants,95,+11,1.17,1.17,-33.5,0.00,Hawks,84,-11,5.00,0.00,+33.5,1.88
2018-06-30,Metricon,15.0,2018 Round 15,2018,Suns,60,-39,8.60,0.00,+36.5,0.00,Magpies,99,+39,1.07,1.07,-36.5,1.88
2018-07-01,MCG,15.0,2018 Round 15,2018,Demons,117,-2,1.14,0.00,-40.5,0.00,Saints,119,+2,6.00,6.00,+40.5,1.92
2018-07-01,Perth,15.0,2018 Round 15,2018,Dockers,64,-55,1.32,0.00,-21.5,0.00,Lions,119,+55,3.55,3.55,+21.5,1.92
2018-07-01,Marvel,15.0,2018 Round 15,2018,Bombers,125,+17,1.96,1.96,+1.5,1.92,Kangaroos,108,-17,1.88,0.00,-1.5,0.00
2018-07-05,SCG,16.0,2018 Round 16,2018,Swans,59,-12,1.60,0.00,-8.5,0.00,Cats,71,+12,2.35,2.35,+8.5,1.90
2018-07-06,MCG,16.0,2018 Round 16,2018,Tigers,103,+47,1.26,1.26,-27.5,1.92,Crows,56,-47,4.05,0.00,+27.5,0.00
2018-07-07,Gabba,16.0,2018 Round 16,2018,Lions,120,+65,1.29,1.29,-25.5,1.92,Blues,55,-65,3.75,0.00,+25.5,0.00
2018-07-07,Adelaide,16.0,2018 Round 16,2018,Power,86,+36,1.14,1.14,-39.5,0.00,Saints,50,-36,6.00,0.00,+39.5,1.92
2018-07-07,TIO,16.0,2018 Round 16,2018,Demons,102,+54,1.08,1.08,-45.5,1.88,Dockers,48,-54,8.40,0.00,+45.5,0.00
2018-07-07,Marvel,16.0,2018 Round 16,2018,Bulldogs,59,-63,2.38,0.00,+8.5,0.00,Hawks,122,+63,1.58,1.58,-8.5,1.88
2018-07-08,Marvel,16.0,2018 Round 16,2018,Kangaroos,95,+37,1.07,1.07,-51.5,0.00,Suns,58,-37,9.00,0.00,+51.5,1.92
2018-07-08,Perth,16.0,2018 Round 16,2018,Eagles,86,+11,1.64,1.64,-9.5,1.92,Giants,75,-11,2.30,0.00,+9.5,0.00
2018-07-08,MCG,16.0,2018 Round 16,2018,Bombers,62,-16,2.25,0.00,+8.5,0.00,Magpies,78,+16,1.67,1.67,-8.5,1.92
2018-07-12,Adelaide,17.0,2018 Round 17,2018,Crows,112,+15,2.00,2.00,+2.5,1.92,Cats,97,-15,1.85,0.00,-2.5,0.00
2018-07-13,Marvel,17.0,2018 Round 17,2018,Saints,116,+64,1.32,1.32,-22.5,1.92,Blues,52,-64,3.50,0.00,+22.5,0.00
2018-07-14,UTAS,17.0,2018 Round 17,2018,Hawks,65,-33,1.24,0.00,-28.5,0.00,Lions,98,+33,4.25,4.25,+28.5,1.92
2018-07-14,MCG,17.0,2018 Round 17,2018,Demons,119,+50,1.15,1.15,-40.5,1.92,Bulldogs,69,-50,5.75,0.00,+40.5,0.00
2018-07-14,Showground,17.0,2018 Round 17,2018,Giants,79,+2,1.51,1.51,-9.5,0.00,Tigers,77,-2,2.54,0.00,+9.5,1.88
2018-07-14,Metricon,17.0,2018 Round 17,2018,Suns,51,-44,3.50,0.00,+16.5,0.00,Bombers,95,+44,1.30,1.30,-16.5,1.88
2018-07-15,MCG,17.0,2018 Round 17,2018,Magpies,67,-35,1.54,0.00,-13.5,0.00,Eagles,102,+35,2.55,2.55,+13.5,1.92
2018-07-15,Perth,17.0,2018 Round 17,2018,Dockers,59,+9,4.80,4.80,+32.5,1.92,Power,50,-9,1.20,0.00,-32.5,0.00
2018-07-15,Marvel,17.0,2018 Round 17,2018,Kangaroos,98,-6,1.85,0.00,-2.5,0.00,Swans,104,+6,2.00,2.00,+2.5,1.92
2018-07-20,Marvel,18.0,2018 Round 18,2018,Saints,57,-54,5.40,0.00,+33.5,0.00,Tigers,111,+54,1.17,1.17,-33.5,1.92
2018-07-21,MCG,18.0,2018 Round 18,2018,Magpies,130,+66,1.51,1.51,-15.5,1.92,Kangaroos,64,-66,2.65,0.00,+15.5,0.00
2018-07-21,SCG,18.0,2018 Round 18,2018,Swans,64,-24,1.03,0.00,-63.5,0.00,Suns,88,+24,14.00,14.00,+63.5,1.92
2018-07-21,Marvel,18.0,2018 Round 18,2018,Bombers,99,+29,1.15,1.15,-38.5,0.00,Dockers,70,-29,5.75,0.00,+38.5,1.92
2018-07-21,Gabba,18.0,2018 Round 18,2018,Lions,88,-5,2.08,0.00,+3.5,0.00,Crows,93,+5,1.74,1.74,-3.5,1.88
2018-07-21,GMHBA,18.0,2018 Round 18,2018,Cats,100,+2,1.58,1.58,-7.5,0.00,Demons,98,-2,2.36,0.00,+7.5,1.88
2018-07-22,Marvel,18.0,2018 Round 18,2018,Blues,52,-72,5.50,0.00,+35.5,0.00,Hawks,124,+72,1.16,1.16,-35.5,1.92
2018-07-22,Perth,18.0,2018 Round 18,2018,Eagles,100,+54,1.15,1.15,-37.5,1.92,Bulldogs,46,-54,5.85,0.00,+37.5,0.00
2018-07-22,Adelaide,18.0,2018 Round 18,2018,Power,58,-22,1.65,0.00,-10.5,0.00,Giants,80,+22,2.30,2.30,+10.5,1.92
2018-07-27,Marvel,19.0,2018 Round 19,2018,Bombers,109,+43,1.75,1.75,-6.5,1.92,Swans,66,-43,2.12,0.00,+6.5,0.00
2018-07-28,MCG,19.0,2018 Round 19,2018,Tigers,105,+28,1.37,1.37,-20.5,1.92,Magpies,77,-28,3.20,0.00,+20.5,0.00
2018-07-28,GMHBA,19.0,2018 Round 19,2018,Cats,120,+42,1.19,1.19,-30.5,1.92,Lions,78,-42,5.00,0.00,+30.5,0.00
2018-07-28,Showground,19.0,2018 Round 19,2018,Giants,86,+25,1.15,1.15,-36.5,0.00,Saints,61,-25,5.75,0.00,+36.5,1.92
2018-07-28,Adelaide,19.0,2018 Round 19,2018,Crows,77,-13,1.35,0.00,-18.5,0.00,Demons,90,+13,3.20,3.20,+18.5,1.88
2018-07-28,Metricon,19.0,2018 Round 19,2018,Suns,44,-35,1.11,0.00,-31.5,0.00,Blues,79,+35,6.60,6.60,+31.5,1.88
2018-07-29,Blundstone,19.0,2018 Round 19,2018,Kangaroos,81,+40,1.75,1.75,-6.5,1.92,Eagles,41,-40,2.12,0.00,+6.5,0.00
2018-07-29,Perth,19.0,2018 Round 19,2018,Dockers,53,-59,2.75,0.00,+15.5,0.00,Hawks,112,+59,1.48,1.48,-15.5,1.92
2018-07-29,Mars,19.0,2018 Round 19,2018,Bulldogs,34,-44,3.35,0.00,+22.5,0.00,Power,78,+44,1.35,1.35,-22.5,1.92
2018-08-03,MCG,20.0,2018 Round 20,2018,Tigers,85,+3,1.41,1.41,-17.5,0.00,Cats,82,-3,3.05,0.00,+17.5,1.92
2018-08-04,MCG,20.0,2018 Round 20,2018,Hawks,107,+4,2.05,2.05,+3.5,1.92,Bombers,103,-4,1.80,0.00,-3.5,0.00
2018-08-04,Gabba,20.0,2018 Round 20,2018,Lions,104,-3,1.77,0.00,-4.5,0.00,Kangaroos,107,+3,2.10,2.10,+4.5,1.92
2018-08-04,Adelaide,20.0,2018 Round 20,2018,Crows,96,+3,2.05,2.05,+3.5,1.92,Power,93,-3,1.80,0.00,-3.5,0.00
2018-08-04,Marvel,20.0,2018 Round 20,2018,Saints,68,-35,1.17,0.00,-33.5,0.00,Bulldogs,103,+35,5.00,5.00,+33.5,1.88
2018-08-04,SCG,20.0,2018 Round 20,2018,Swans,73,+2,2.00,2.00,+1.5,1.88,Magpies,71,-2,1.80,0.00,-1.5,0.00
2018-08-05,Marvel,20.0,2018 Round 20,2018,Blues,46,-105,7.50,0.00,+42.5,0.00,Giants,151,+105,1.10,1.10,-42.5,1.92
2018-08-05,Perth,20.0,2018 Round 20,2018,Eagles,142,+58,1.19,1.19,-34.5,1.92,Dockers,84,-58,5.00,0.00,+34.5,0.00
2018-08-05,MCG,20.0,2018 Round 20,2018,Demons,143,+96,1.03,1.03,-69.5,1.92,Suns,47,-96,14.00,0.00,+69.5,0.00
2018-08-10,Marvel,21.0,2018 Round 21,2018,Bombers,122,+43,1.18,1.18,-34.5,1.92,Saints,79,-43,5.15,0.00,+34.5,0.00
